date,rank,team,score
2017-04-10,27,TYLOO,42
2017-04-10,28,Vega Squadron,42
2017-04-10,29,Epsilon,39
2017-04-10,30,NRG,39
2017-04-03,1,Astralis,1000
2017-04-03,2,Virtus.pro,757
2017-04-03,3,SK,618
2017-04-03,4,FaZe,523
2017-04-03,5,North,476
2017-04-03,6,Natus Vincere,422
2017-04-03,7,Immortals,343
2017-04-03,8,Heroic,251
2017-04-03,9,Gambit,248
2017-04-03,10,Cloud9,247
2017-04-03,11,fnatic,237
2017-04-03,12,NiP,224
2017-04-03,13,OpTic,216
2017-04-03,14,mousesports,192
2017-04-03,15,HellRaisers,175
2017-04-03,16,G2,133
2017-04-03,17,Kinguin,96
2017-04-03,18,Space Soldiers,82
2017-04-03,19,BIG,80
2017-04-03,20,Liquid,79
2017-04-03,21,Envy,75
2017-04-03,22,GODSENT,70
2017-04-03,23,FlipSid3,68
2017-04-03,24,CLG,66
2017-04-03,25,Vega Squadron,62
2017-04-03,26,Epsilon,61
2017-04-03,27,Renegades,60
2017-04-03,28,Luminosity,60
2017-04-03,29,NRG,60
2017-04-03,30,iGame.com,60
2017-03-27,1,Astralis,996
2017-03-27,2,Virtus.pro,775
2017-03-27,3,SK,639
2017-03-27,4,FaZe,526
2017-03-27,5,North,482
2017-03-27,6,Natus Vincere,446
2017-03-27,7,Immortals,358
2017-03-27,8,Heroic,262
2017-03-27,9,fnatic,240
2017-03-27,10,Gambit,239
2017-03-27,11,Cloud9,231
2017-03-27,12,NiP,223
2017-03-27,13,OpTic,207
2017-03-27,14,mousesports,200
2017-03-27,15,HellRaisers,133
2017-03-27,16,G2,120
2017-03-27,17,Kinguin,99
2017-03-27,18,Liquid,81
2017-03-27,19,LDLC,61
2017-03-27,20,FlipSid3,60
2017-03-27,21,TYLOO,59
2017-03-27,22,CLG,59
2017-03-27,23,NRG,59
2017-03-27,24,Envy,58
2017-03-27,25,Luminosity,56
2017-03-27,26,Renegades,55
2017-03-27,27,Vega Squadron,54
2017-03-27,28,Misfits,53
2017-03-27,29,Space Soldiers,51
2017-03-27,30,BIG,49
2017-03-20,1,Astralis,1000
2017-03-20,2,Virtus.pro,775
2017-03-20,3,SK,602
2017-03-20,4,FaZe,504
2017-03-20,5,North,436
2017-03-20,6,Natus Vincere,398
2017-03-20,7,Immortals,299
2017-03-20,8,Gambit,245
2017-03-20,9,fnatic,236
2017-03-20,10,Heroic,231
2017-03-20,11,OpTic,203
2017-03-20,12,Cloud9,197
2017-03-20,13,NiP,188
2017-03-20,14,mousesports,173
2017-03-20,15,G2,110
2017-03-20,16,Liquid,96
2017-03-20,17,Kinguin,77
2017-03-20,18,GODSENT,76
2017-03-20,19,HellRaisers,71
2017-03-20,20,FlipSid3,60
2017-03-20,21,BIG,52
2017-03-20,22,Renegades,49
2017-03-20,23,Space Soldiers,47
2017-03-20,24,TYLOO,46
2017-03-20,25,Epsilon,44
2017-03-20,26,Envy,42
2017-03-20,27,LDLC,41
2017-03-20,28,Misfits,38
2017-03-20,29,fnatic Academy,36
2017-03-20,30,Vega Squadron,35
2017-03-13,1,Astralis,999
2017-03-13,2,Virtus.pro,801
2017-03-13,3,SK,623
2017-03-13,4,FaZe,507
2017-03-13,5,North,418
2017-03-13,6,Natus Vincere,412
2017-03-13,7,Immortals,288
2017-03-13,8,Gambit,263
2017-03-13,9,Heroic,247
2017-03-13,10,NiP,229
2017-03-13,11,fnatic,227
2017-03-13,12,Cloud9,219
2017-03-13,13,OpTic,205
2017-03-13,14,mousesports,175
2017-03-13,15,G2,109
2017-03-13,16,Liquid,93
2017-03-13,17,GODSENT,87
2017-03-13,18,Kinguin,80
2017-03-13,19,HellRaisers,66
2017-03-13,20,FlipSid3,61
2017-03-13,21,Epsilon,56
2017-03-13,22,Space Soldiers,48
2017-03-13,23,BIG,47
2017-03-13,24,Misfits,46
2017-03-13,25,Envy,45
2017-03-13,26,Renegades,42
2017-03-13,27,LDLC,41
2017-03-13,28,TYLOO,38
2017-03-13,29,iGame.com,37
2017-03-13,30,Vega Squadron,36
2017-03-06,1,Astralis,1000
2017-03-06,2,Virtus.pro,771
2017-03-06,3,SK,599
2017-03-06,4,FaZe,492
2017-03-06,5,North,408
2017-03-06,6,Natus Vincere,387
2017-03-06,7,Immortals,273
2017-03-06,8,Gambit,265
2017-03-06,9,Heroic,237
2017-03-06,10,NiP,229
2017-03-06,11,OpTic,225
2017-03-06,12,fnatic,213
2017-03-06,13,Cloud9,207
2017-03-06,14,mousesports,166
2017-03-06,15,G2,135
2017-03-06,16,Kinguin,118
2017-03-06,17,Liquid,87
2017-03-06,18,FlipSid3,84
2017-03-06,19,GODSENT,73
2017-03-06,20,BIG,72
2017-03-06,21,Epsilon,66
2017-03-06,22,Space Soldiers,60
2017-03-06,23,HellRaisers,58
2017-03-06,24,iGame.com,52
2017-03-06,25,TYLOO,50
2017-03-06,26,LDLC,45
2017-03-06,27,Envy,41
2017-03-06,28,Misfits,41
2017-03-06,29,Renegades,38
2017-03-06,30,Rogue,33
2017-02-27,1,Astralis,930
2017-02-27,2,Virtus.pro,915
2017-02-27,3,SK,776
2017-02-27,4,North,470
2017-02-27,5,Natus Vincere,392
2017-02-27,6,OpTic,325
2017-02-27,7,Gambit,313
2017-02-27,8,NiP,288
2017-02-27,9,FaZe,256
2017-02-27,10,fnatic,216
2017-02-27,11,Cloud9,215
2017-02-27,12,mousesports,207
2017-02-27,13,G2,161
2017-02-27,14,Kinguin,149
2017-02-27,15,Liquid,103
2017-02-27,16,FlipSid3,99
2017-02-27,17,GODSENT,87
2017-02-27,18,Heroic,86
2017-02-27,19,Epsilon,78
2017-02-27,20,BIG,78
2017-02-27,21,Immortals,75
2017-02-27,22,HellRaisers,67
2017-02-27,23,Space Soldiers,64
2017-02-27,24,LDLC,60
2017-02-27,25,TYLOO,60
2017-02-27,26,iGame.com,56
2017-02-27,27,Rogue,53
2017-02-27,28,Renegades,46
2017-02-27,29,Envy,42
2017-02-27,30,Misfits,42
2017-02-20,1,Astralis,919
2017-02-20,2,Virtus.pro,914
2017-02-20,3,SK,785
2017-02-20,4,North,473
2017-02-20,5,Natus Vincere,389
2017-02-20,6,NiP,373
2017-02-20,7,Gambit,326
2017-02-20,8,OpTic,320
2017-02-20,9,FaZe,310
2017-02-20,10,mousesports,267
2017-02-20,11,Cloud9,215
2017-02-20,12,fnatic,214
2017-02-20,13,Kinguin,166
2017-02-20,14,G2,160
2017-02-20,15,Liquid,104
2017-02-20,16,FlipSid3,101
2017-02-20,17,GODSENT,90
2017-02-20,18,Heroic,83
2017-02-20,19,Immortals,80
2017-02-20,20,BIG,74
2017-02-20,21,Epsilon,68
2017-02-20,22,HellRaisers,64
2017-02-20,23,Space Soldiers,59
2017-02-20,24,LDLC,58
2017-02-20,25,TYLOO,57
2017-02-20,26,Renegades,55
2017-02-20,27,iGame.com,55
2017-02-20,28,Rogue,49
2017-02-20,29,Envy,40
2017-02-20,30,Misfits,39
2017-02-13,1,Astralis,970
2017-02-13,2,Virtus.pro,769
2017-02-13,3,SK,587
2017-02-13,4,Natus Vincere,414
2017-02-13,5,OpTic,369
2017-02-13,6,NiP,361
2017-02-13,7,FaZe,348
2017-02-13,8,North,336
2017-02-13,9,Gambit,316
2017-02-13,10,fnatic,249
2017-02-13,11,Cloud9,240
2017-02-13,12,Kinguin,230
2017-02-13,13,G2,215
2017-02-13,14,mousesports,191
2017-02-13,15,Liquid,142
2017-02-13,16,FlipSid3,134
2017-02-13,17,GODSENT,123
2017-02-13,18,Heroic,121
2017-02-13,19,Immortals,114
2017-02-13,20,Space Soldiers,110
2017-02-13,21,BIG,107
2017-02-13,22,HellRaisers,96
2017-02-13,23,Epsilon,93
2017-02-13,24,LDLC,92
2017-02-13,25,TYLOO,83
2017-02-13,26,Renegades,80
2017-02-13,27,Rogue,76
2017-02-13,28,iGame.com,72
2017-02-13,29,Envy,57
2017-02-13,30,Vega Squadron,49
2017-02-06,1,Astralis,1000
2017-02-06,2,Virtus.pro,724
2017-02-06,3,SK,531
2017-02-06,4,FaZe,467
2017-02-06,5,North,420
2017-02-06,6,Natus Vincere,387
2017-02-06,7,NiP,386
2017-02-06,8,OpTic,358
2017-02-06,9,Gambit,273
2017-02-06,10,Cloud9,234
2017-02-06,11,fnatic,233
2017-02-06,12,G2,209
2017-02-06,13,mousesports,172
2017-02-06,14,Kinguin,165
2017-02-06,15,FlipSid3,124
2017-02-06,16,GODSENT,124
2017-02-06,17,Liquid,122
2017-02-06,18,HellRaisers,119
2017-02-06,19,Immortals,118
2017-02-06,20,Space Soldiers,102
2017-02-06,21,Heroic,96
2017-02-06,22,Renegades,89
2017-02-06,23,Epsilon,80
2017-02-06,24,BIG,76
2017-02-06,25,TYLOO,67
2017-02-06,26,LDLC,63
2017-02-06,27,Vega Squadron,61
2017-02-06,28,VG.CyberZen,60
2017-02-06,29,iGame.com,58
2017-02-06,30,DarkPassage,50
2017-01-30,1,Astralis,1000
2017-01-30,2,Virtus.pro,705
2017-01-30,3,SK,703
2017-01-30,4,OpTic,537
2017-01-30,5,FaZe,456
2017-01-30,6,North,410
2017-01-30,7,NiP,396
2017-01-30,8,fnatic,395
2017-01-30,9,Natus Vincere,371
2017-01-30,10,Envy,355
2017-01-30,11,Cloud9,269
2017-01-30,12,Gambit,252
2017-01-30,13,G2,251
2017-01-30,14,GODSENT,200
2017-01-30,15,mousesports,175
2017-01-30,16,Liquid,162
2017-01-30,17,Kinguin,149
2017-01-30,18,Immortals,138
2017-01-30,19,FlipSid3,118
2017-01-30,20,HellRaisers,115
2017-01-30,21,Space Soldiers,103
2017-01-30,22,Heroic,100
2017-01-30,23,Epsilon,84
2017-01-30,24,Renegades,84
2017-01-30,25,iGame.com,73
2017-01-30,26,BIG,73
2017-01-30,27,LDLC,65
2017-01-30,28,TYLOO,60
2017-01-30,29,Vega Squadron,56
2017-01-30,30,VG.CyberZen,55
2017-01-23,1,Astralis,962
2017-01-23,2,OpTic,870
2017-01-23,3,SK,815
2017-01-23,4,Virtus.pro,659
2017-01-23,5,NiP,601
2017-01-23,6,North,582
2017-01-23,7,FaZe,563
2017-01-23,8,Envy,493
2017-01-23,9,Natus Vincere,447
2017-01-23,10,Cloud9,419
2017-01-23,11,G2,390
2017-01-23,12,mousesports,329
2017-01-23,13,Immortals,222
2017-01-23,14,GODSENT,220
2017-01-23,15,Kinguin,205
2017-01-23,16,Gambit,194
2017-01-23,17,Liquid,184
2017-01-23,18,HellRaisers,169
2017-01-23,19,FlipSid3,168
2017-01-23,20,fnatic,163
2017-01-23,21,Heroic,142
2017-01-23,22,Space Soldiers,136
2017-01-23,23,Renegades,119
2017-01-23,24,Epsilon,113
2017-01-23,25,BIG,103
2017-01-23,26,iGame.com,100
2017-01-23,27,LDLC,91
2017-01-23,28,TYLOO,86
2017-01-23,29,Vega Squadron,74
2017-01-23,30,VG.CyberZen,73
2017-01-16,1,Astralis,967
2017-01-16,2,OpTic,792
2017-01-16,3,SK,773
2017-01-16,4,NiP,612
2017-01-16,5,Virtus.pro,611
2017-01-16,6,North,560
2017-01-16,7,FaZe,519
2017-01-16,8,Envy,457
2017-01-16,9,Cloud9,410
2017-01-16,10,G2,368
2017-01-16,11,Natus Vincere,348
2017-01-16,12,mousesports,319
2017-01-16,13,Immortals,212
2017-01-16,14,Gambit,209
2017-01-16,15,Kinguin,192
2017-01-16,16,GODSENT,190
2017-01-16,17,Liquid,175
2017-01-16,18,FlipSid3,166
2017-01-16,19,HellRaisers,153
2017-01-16,20,fnatic,135
2017-01-16,21,Heroic,134
2017-01-16,22,Renegades,132
2017-01-16,23,Space Soldiers,114
2017-01-16,24,Epsilon,101
2017-01-16,25,iGame.com,80
2017-01-16,26,LDLC,76
2017-01-16,27,TYLOO,73
2017-01-16,28,BIG,73
2017-01-16,29,VG.CyberZen,69
2017-01-16,30,Vega Squadron,62
2017-01-09,1,Astralis,962
2017-01-09,2,SK,805
2017-01-09,3,OpTic,789
2017-01-09,4,NiP,630
2017-01-09,5,North,569
2017-01-09,6,Virtus.pro,553
2017-01-09,7,FaZe,553
2017-01-09,8,Cloud9,410
2017-01-09,9,Natus Vincere,380
2017-01-09,10,G2,376
2017-01-09,11,Envy,344
2017-01-09,12,mousesports,297
2017-01-09,13,Immortals,253
2017-01-09,14,GODSENT,201
2017-01-09,15,Liquid,200
2017-01-09,16,Gambit,187
2017-01-09,17,HellRaisers,155
2017-01-09,18,Heroic,140
2017-01-09,19,fnatic,127
2017-01-09,20,Renegades,114
2017-01-09,21,Kinguin,108
2017-01-09,22,FlipSid3,100
2017-01-09,23,Epsilon,77
2017-01-09,24,TYLOO,60
2017-01-09,25,Vega Squadron,59
2017-01-09,26,LDLC,51
2017-01-09,27,VG.CyberZen,49
2017-01-09,28,Rogue,47
2017-01-09,29,fnatic Academy,40
2017-01-09,30,iGame.com,40
2017-01-02,1,Astralis,957
2017-01-02,2,SK,840
2017-01-02,3,OpTic,803
2017-01-02,4,NiP,633
2017-01-02,5,Virtus.pro,609
2017-01-02,6,Dignitas,561
2017-01-02,7,FaZe,529
2017-01-02,8,Natus Vincere,482
2017-01-02,9,Cloud9,412
2017-01-02,10,G2,380
2017-01-02,11,Envy,343
2017-01-02,12,mousesports,293
2017-01-02,13,Immortals,254
2017-01-02,14,Liquid,235
2017-01-02,15,GODSENT,190
2017-01-02,16,Gambit,187
2017-01-02,17,fnatic,151
2017-01-02,18,HellRaisers,150
2017-01-02,19,Heroic,144
2017-01-02,20,Renegades,112
2017-01-02,21,Kinguin,98
2017-01-02,22,TYLOO,95
2017-01-02,23,FlipSid3,89
2017-01-02,24,Epsilon,76
2017-01-02,25,Vega Squadron,66
2017-01-02,26,VG.CyberZen,48
2017-01-02,27,fnatic Academy,39
2017-01-02,28,iGame.com,38
2017-01-02,29,LDLC,34
2017-01-02,30,CLG,34
2016-12-26,1,Astralis,953
2016-12-26,2,SK,850
2016-12-26,3,OpTic,810
2016-12-26,4,NiP,656
2016-12-26,5,Virtus.pro,624
2016-12-26,6,Dignitas,567
2016-12-26,7,FaZe,535
2016-12-26,8,Natus Vincere,487
2016-12-26,9,Cloud9,431
2016-12-26,10,G2,391
2016-12-26,11,Envy,355
2016-12-26,12,mousesports,292
2016-12-26,13,Immortals,262
2016-12-26,14,Liquid,239
2016-12-26,15,GODSENT,217
2016-12-26,16,Gambit,207
2016-12-26,17,HellRaisers,164
2016-12-26,18,fnatic,155
2016-12-26,19,Heroic,141
2016-12-26,20,Renegades,115
2016-12-26,21,Kinguin,102
2016-12-26,22,TYLOO,99
2016-12-26,23,FlipSid3,91
2016-12-26,24,Epsilon,86
2016-12-26,25,Vega Squadron,70
2016-12-26,26,VG.CyberZen,51
2016-12-26,27,CLG,45
2016-12-26,28,LDLC,41
2016-12-26,29,fnatic Academy,41
2016-12-26,30,iGame.com,39
2016-12-19,1,Astralis,948
2016-12-19,2,SK,885
2016-12-19,3,OpTic,806
2016-12-19,4,NiP,673
2016-12-19,5,Virtus.pro,623
2016-12-19,6,Dignitas,571
2016-12-19,7,FaZe,538
2016-12-19,8,Natus Vincere,488
2016-12-19,9,Cloud9,471
2016-12-19,10,G2,391
2016-12-19,11,Envy,373
2016-12-19,12,mousesports,307
2016-12-19,13,Immortals,260
2016-12-19,14,Liquid,241
2016-12-19,15,GODSENT,217
2016-12-19,16,Gambit,206
2016-12-19,17,HellRaisers,164
2016-12-19,18,fnatic,157
2016-12-19,19,Heroic,140
2016-12-19,20,Renegades,129
2016-12-19,21,TYLOO,114
2016-12-19,22,Kinguin,100
2016-12-19,23,FlipSid3,91
2016-12-19,24,Epsilon,89
2016-12-19,25,Vega Squadron,70
2016-12-19,26,VG.CyberZen,65
2016-12-19,27,LDLC,51
2016-12-19,28,fnatic Academy,49
2016-12-19,29,CLG,45
2016-12-19,30,Vexed,42
2016-12-12,1,Astralis,944
2016-12-12,2,SK,908
2016-12-12,3,NiP,769
2016-12-12,4,OpTic,765
2016-12-12,5,Virtus.pro,686
2016-12-12,6,Dignitas,603
2016-12-12,7,Natus Vincere,509
2016-12-12,8,FaZe,500
2016-12-12,9,Cloud9,485
2016-12-12,10,G2,376
2016-12-12,11,Envy,350
2016-12-12,12,mousesports,279
2016-12-12,13,Immortals,252
2016-12-12,14,Liquid,240
2016-12-12,15,Gambit,207
2016-12-12,16,fnatic,174
2016-12-12,17,GODSENT,152
2016-12-12,18,Heroic,141
2016-12-12,19,Renegades,138
2016-12-12,20,HellRaisers,117
2016-12-12,21,TYLOO,105
2016-12-12,22,Kinguin,101
2016-12-12,23,Epsilon,96
2016-12-12,24,FlipSid3,88
2016-12-12,25,VG.CyberZen,73
2016-12-12,26,LDLC,57
2016-12-12,27,ALTERNATE aTTaX,42
2016-12-12,28,Space Soldiers,42
2016-12-12,29,Vexed,41
2016-12-12,30,iGame.com,40
2016-12-05,1,NiP,881
2016-12-05,2,SK,828
2016-12-05,3,Virtus.pro,741
2016-12-05,4,Astralis,710
2016-12-05,5,Dignitas,645
2016-12-05,6,OpTic,625
2016-12-05,7,Cloud9,568
2016-12-05,8,FaZe,563
2016-12-05,9,Natus Vincere,534
2016-12-05,10,G2,481
2016-12-05,11,mousesports,322
2016-12-05,12,Immortals,300
2016-12-05,13,Envy,294
2016-12-05,14,Liquid,272
2016-12-05,15,Gambit,238
2016-12-05,16,fnatic,216
2016-12-05,17,GODSENT,184
2016-12-05,18,Heroic,169
2016-12-05,19,Renegades,162
2016-12-05,20,TYLOO,121
2016-12-05,21,FlipSid3,121
2016-12-05,22,Kinguin,116
2016-12-05,23,HellRaisers,113
2016-12-05,24,Epsilon,94
2016-12-05,25,VG.CyberZen,83
2016-12-05,26,LDLC,66
2016-12-05,27,Vexed,52
2016-12-05,28,Space Soldiers,49
2016-12-05,29,ALTERNATE aTTaX,48
2016-12-05,30,TSM,47
2016-11-28,1,SK,933
2016-11-28,2,NiP,801
2016-11-28,3,Virtus.pro,692
2016-11-28,4,Dignitas,608
2016-11-28,5,Cloud9,545
2016-11-28,6,Natus Vincere,527
2016-11-28,7,G2,453
2016-11-28,8,Astralis,416
2016-11-28,9,FaZe,416
2016-11-28,10,Envy,307
2016-11-28,11,Immortals,278
2016-11-28,12,Liquid,275
2016-11-28,13,OpTic,254
2016-11-28,14,mousesports,243
2016-11-28,15,Gambit,232
2016-11-28,16,fnatic,210
2016-11-28,17,GODSENT,189
2016-11-28,18,Heroic,173
2016-11-28,19,Renegades,157
2016-11-28,20,Kinguin,131
2016-11-28,21,TYLOO,125
2016-11-28,22,FlipSid3,120
2016-11-28,23,HellRaisers,111
2016-11-28,24,Epsilon,99
2016-11-28,25,VG.CyberZen,83
2016-11-28,26,LDLC,62
2016-11-28,27,ALTERNATE aTTaX,55
2016-11-28,28,CLG,49
2016-11-28,29,iGame.com,49
2016-11-28,30,Space Soldiers,48
2016-11-21,1,SK,933
2016-11-21,2,NiP,789
2016-11-21,3,Virtus.pro,703
2016-11-21,4,Dignitas,610
2016-11-21,5,Natus Vincere,545
2016-11-21,6,Cloud9,521
2016-11-21,7,G2,425
2016-11-21,8,FaZe,383
2016-11-21,9,Astralis,365
2016-11-21,10,Liquid,288
2016-11-21,11,Envy,287
2016-11-21,12,OpTic,276
2016-11-21,13,Immortals,264
2016-11-21,14,mousesports,218
2016-11-21,15,fnatic,213
2016-11-21,16,Heroic,155
2016-11-21,17,GODSENT,141
2016-11-21,18,TYLOO,120
2016-11-21,19,HellRaisers,115
2016-11-21,20,Gambit,105
2016-11-21,21,FlipSid3,99
2016-11-21,22,Kinguin,77
2016-11-21,23,Epsilon,75
2016-11-21,24,VG.CyberZen,75
2016-11-21,25,Renegades,74
2016-11-21,26,ALTERNATE aTTaX,63
2016-11-21,27,LDLC,57
2016-11-21,28,NRG,55
2016-11-21,29,iGame.com,48
2016-11-21,30,Platinium,47
2016-11-14,1,SK,977
2016-11-14,2,Virtus.pro,905
2016-11-14,3,Dignitas,782
2016-11-14,4,Natus Vincere,726
2016-11-14,5,Cloud9,647
2016-11-14,6,G2,477
2016-11-14,7,NiP,447
2016-11-14,8,Envy,389
2016-11-14,9,OpTic,360
2016-11-14,10,mousesports,349
2016-11-14,11,Liquid,325
2016-11-14,12,fnatic,266
2016-11-14,13,Immortals,229
2016-11-14,14,FaZe,223
2016-11-14,15,Astralis,188
2016-11-14,16,GODSENT,180
2016-11-14,17,HellRaisers,176
2016-11-14,18,TYLOO,151
2016-11-14,19,Heroic,146
2016-11-14,20,FlipSid3,127
2016-11-14,21,Gambit,119
2016-11-14,22,VG.CyberZen,105
2016-11-14,23,Renegades,98
2016-11-14,24,Kinguin,93
2016-11-14,25,Epsilon,82
2016-11-14,26,ALTERNATE aTTaX,80
2016-11-14,27,Space Soldiers,78
2016-11-14,28,NRG,72
2016-11-14,29,LDLC,71
2016-11-14,30,Platinium,62
2016-11-07,1,SK,949
2016-11-07,2,Virtus.pro,909
2016-11-07,3,Dignitas,796
2016-11-07,4,Natus Vincere,714
2016-11-07,5,Cloud9,632
2016-11-07,6,G2,441
2016-11-07,7,NiP,425
2016-11-07,8,mousesports,355
2016-11-07,9,Envy,354
2016-11-07,10,Liquid,333
2016-11-07,11,OpTic,272
2016-11-07,12,fnatic,247
2016-11-07,13,FaZe,208
2016-11-07,14,Immortals,193
2016-11-07,15,Astralis,178
2016-11-07,16,GODSENT,178
2016-11-07,17,HellRaisers,164
2016-11-07,18,FlipSid3,126
2016-11-07,19,TYLOO,115
2016-11-07,20,Gambit,107
2016-11-07,21,Heroic,107
2016-11-07,22,Epsilon,104
2016-11-07,23,VG.CyberZen,96
2016-11-07,24,Renegades,95
2016-11-07,25,Kinguin,86
2016-11-07,26,ALTERNATE aTTaX,75
2016-11-07,27,Space Soldiers,75
2016-11-07,28,LDLC,68
2016-11-07,29,NRG,61
2016-11-07,30,Platinium,58
2016-11-01,1,SK,927
2016-11-01,2,Virtus.pro,866
2016-11-01,3,Dignitas,792
2016-11-01,4,Natus Vincere,700
2016-11-01,5,Cloud9,632
2016-11-01,6,NiP,613
2016-11-01,7,G2,458
2016-11-01,8,mousesports,354
2016-11-01,9,Envy,347
2016-11-01,10,Liquid,326
2016-11-01,11,fnatic,289
2016-11-01,12,OpTic,260
2016-11-01,13,FaZe,208
2016-11-01,14,Immortals,185
2016-11-01,15,Astralis,181
2016-11-01,16,FlipSid3,128
2016-11-01,17,TYLOO,117
2016-11-01,18,HellRaisers,115
2016-11-01,19,Heroic,109
2016-11-01,20,VG.CyberZen,102
2016-11-01,21,Renegades,87
2016-11-01,22,ALTERNATE aTTaX,80
2016-11-01,23,Kinguin,77
2016-11-01,24,Gambit,77
2016-11-01,25,GODSENT,72
2016-11-01,26,Epsilon,67
2016-11-01,27,LDLC,61
2016-11-01,28,NRG,59
2016-11-01,29,Platinium,55
2016-11-01,30,Space Soldiers,53
2016-10-24,1,Virtus.pro,939
2016-10-24,2,Dignitas,778
2016-10-24,3,SK,749
2016-10-24,4,Natus Vincere,711
2016-10-24,5,G2,463
2016-10-24,6,NiP,450
2016-10-24,7,Cloud9,379
2016-10-24,8,Liquid,362
2016-10-24,9,fnatic,330
2016-10-24,10,Envy,295
2016-10-24,11,OpTic,235
2016-10-24,12,Astralis,220
2016-10-24,13,Immortals,216
2016-10-24,14,mousesports,180
2016-10-24,15,FaZe,169
2016-10-24,16,FlipSid3,130
2016-10-24,17,HellRaisers,121
2016-10-24,18,Heroic,114
2016-10-24,19,VG.CyberZen,91
2016-10-24,20,TYLOO,84
2016-10-24,21,GODSENT,80
2016-10-24,22,Kinguin,78
2016-10-24,23,Renegades,76
2016-10-24,24,Gambit,70
2016-10-24,25,NRG,68
2016-10-24,26,Epsilon,63
2016-10-24,27,Echo Fox,62
2016-10-24,28,iGame.com,50
2016-10-24,29,CLG,49
2016-10-24,30,TSM,48
2016-10-17,1,Virtus.pro,898
2016-10-17,2,SK,733
2016-10-17,3,Natus Vincere,732
2016-10-17,4,NiP,519
2016-10-17,5,Dignitas,506
2016-10-17,6,Cloud9,500
2016-10-17,7,G2,486
2016-10-17,8,Liquid,453
2016-10-17,9,Envy,402
2016-10-17,10,GODSENT,310
2016-10-17,11,OpTic,302
2016-10-17,12,Immortals,299
2016-10-17,13,Astralis,288
2016-10-17,14,fnatic,255
2016-10-17,15,FaZe,250
2016-10-17,16,Heroic,226
2016-10-17,17,mousesports,217
2016-10-17,18,FlipSid3,166
2016-10-17,19,TYLOO,109
2016-10-17,20,VG.CyberZen,108
2016-10-17,21,Renegades,102
2016-10-17,22,Kinguin,100
2016-10-17,23,Gambit,94
2016-10-17,24,Echo Fox,89
2016-10-17,25,NRG,87
2016-10-17,26,HellRaisers,86
2016-10-17,27,Epsilon,71
2016-10-17,28,iGame.com,66
2016-10-17,29,CLG,64
2016-10-17,30,ALTERNATE aTTaX,60
2016-10-10,1,SK,889
2016-10-10,2,Virtus.pro,878
2016-10-10,3,Natus Vincere,726
2016-10-10,4,Dignitas,485
2016-10-10,5,Cloud9,470
2016-10-10,6,Liquid,466
2016-10-10,7,NiP,464
2016-10-10,8,G2,423
2016-10-10,9,Astralis,392
2016-10-10,10,Envy,356
2016-10-10,11,GODSENT,311
2016-10-10,12,OpTic,281
2016-10-10,13,Immortals,253
2016-10-10,14,Heroic,224
2016-10-10,15,fnatic,212
2016-10-10,16,FaZe,210
2016-10-10,17,mousesports,191
2016-10-10,18,FlipSid3,168
2016-10-10,19,TYLOO,106
2016-10-10,20,Gambit,98
2016-10-10,21,Echo Fox,95
2016-10-10,22,VG.CyberZen,94
2016-10-10,23,HellRaisers,91
2016-10-10,24,Renegades,91
2016-10-10,25,Kinguin,86
2016-10-10,26,NRG,74
2016-10-10,27,Epsilon,64
2016-10-10,28,Crowns,61
2016-10-10,29,iGame.com,59
2016-10-10,30,TSM,57
2016-10-03,1,SK,871
2016-10-03,2,Virtus.pro,845
2016-10-03,3,Natus Vincere,732
2016-10-03,4,NiP,483
2016-10-03,5,Cloud9,475
2016-10-03,6,Liquid,456
2016-10-03,7,Dignitas,427
2016-10-03,8,G2,425
2016-10-03,9,Envy,402
2016-10-03,10,Astralis,392
2016-10-03,11,GODSENT,293
2016-10-03,12,OpTic,279
2016-10-03,13,Immortals,264
2016-10-03,14,Heroic,248
2016-10-03,15,FaZe,220
2016-10-03,16,mousesports,210
2016-10-03,17,fnatic,185
2016-10-03,18,FlipSid3,167
2016-10-03,19,Echo Fox,105
2016-10-03,20,TYLOO,103
2016-10-03,21,VG.CyberZen,102
2016-10-03,22,Gambit,101
2016-10-03,23,HellRaisers,99
2016-10-03,24,Renegades,97
2016-10-03,25,NRG,78
2016-10-03,26,TSM,59
2016-10-03,27,Crowns,56
2016-10-03,28,ALTERNATE aTTaX,52
2016-10-03,29,compLexity,51
2016-10-03,30,PENTA,50
2016-09-26,1,SK,854
2016-09-26,2,Virtus.pro,679
2016-09-26,3,G2,568
2016-09-26,4,NiP,510
2016-09-26,5,Cloud9,504
2016-09-26,6,Dignitas,427
2016-09-26,7,Envy,416
2016-09-26,8,Astralis,393
2016-09-26,9,GODSENT,344
2016-09-26,10,Natus Vincere,334
2016-09-26,11,Heroic,273
2016-09-26,12,Immortals,264
2016-09-26,13,Liquid,260
2016-09-26,14,FaZe,227
2016-09-26,15,mousesports,223
2016-09-26,16,FlipSid3,149
2016-09-26,17,OpTic,148
2016-09-26,18,Echo Fox,111
2016-09-26,19,TYLOO,108
2016-09-26,20,Gambit,107
2016-09-26,21,VG.CyberZen,104
2016-09-26,22,HellRaisers,103
2016-09-26,23,Renegades,98
2016-09-26,24,TSM,86
2016-09-26,25,NRG,78
2016-09-26,26,fnatic,72
2016-09-26,27,Space Soldiers,69
2016-09-26,28,Crowns,55
2016-09-26,29,Epsilon,52
